"screen_name"	"text"	"favorite_count"	"retweet_followers_count"	"retweet_count"	"created_at"	"termo"	"url"
"EUGNIOMACEDOLI1"	"@RenovaMidia Dória é um vigarista da pior especie do estilo Gilmar laxante Mendes . Estar é com medo da popularidade que o capitão tem coisa que ele nunca vai ter . É só um oportunista vigarista que usou o nome do capitão para se eleger porque se não teria sido engolido pelo @marciofrancasp"	0	3438	2	2020-02-24 10:39:29	"@marciofrancasp"	"https://twitter.com/EUGNIOMACEDOLI1/status/1231891390549909505"
"PedroArthurSant"	"@RenovaMidia Dória é um vigarista da pior especie do estilo Gilmar laxante Mendes . Estar é com medo da popularidade que o capitão tem coisa que ele nunca vai ter . É só um oportunista vigarista que usou o nome do capitão para se eleger porque se não teria sido engolido pelo @marciofrancasp"	0	3438	2	2020-02-24 07:28:07	"@marciofrancasp"	"https://twitter.com/PedroArthurSant/status/1231843229772939264"
"Simone91036372"	"@marciofrancasp É @marciofrancasp espero que o povo de SP acorde e nunca mais vote nesse cara infelizmente o povo sofre por não saber votar"	1	NA	0	2020-02-23 23:32:37	"@marciofrancasp"	"https://twitter.com/Simone91036372/status/1231723567836016640"
"uzzlim"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-23 13:13:30	"@marciofrancasp"	"https://twitter.com/uzzlim/status/1231567760213278722"
"RenataPadilha19"	"@marciofrancasp Eu agora tô na boa, síndrome do pânico, estou readaptada, TB sala de aula com 40 alunos, com 1 ventilador só, Dória comeu merda, nós professores estamos querendo a cabeça dele ou dela kkkkk DORIA NUNCA MAIS."	1	NA	0	2020-02-23 12:46:33	"@marciofrancasp"	"https://twitter.com/RenataPadilha19/status/1231560979290492928"
"RenataPadilha19"	"@marciofrancasp @majorolimpio Dória não vale o que caga"	0	NA	0	2020-02-23 00:03:50	"@marciofrancasp"	"https://twitter.com/RenataPadilha19/status/1231369034349862912"
"RenataPadilha19"	"@marciofrancasp O Dória enganou nós professores do Estado, tenho 5 faculdades, 5 pós graduação, e não ganho nem 4 mil reais, votamos nele pq ele jurou que ele nos apoiaria, é um bosta, um merda, mal caráter, assassino de inocentes, tá chegando 2022."	0	NA	0	2020-02-23 12:42:19	"@marciofrancasp"	"https://twitter.com/RenataPadilha19/status/1231559913987563522"
"RenataPadilha19"	"@marciofrancasp @majorolimpio Parabéns"	0	NA	0	2020-02-23 00:02:23	"@marciofrancasp"	"https://twitter.com/RenataPadilha19/status/1231368672326963201"
"LucasEmanoelSo6"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-23 10:40:38	"@marciofrancasp"	"https://twitter.com/LucasEmanoelSo6/status/1231529291424423943"
"HelenShiomi"	"@marciofrancasp Tenho certeza que sua esposa é uma profissional de valor, mas nós sabemos que para fazer um bom trabalho é exigido muita dedicação em casa, preparar aula, muita pesquisa entre outras coisas e não são todos assim e o bom professor deve ser incentivado. 🇧🇷"	1	NA	0	2020-02-23 10:16:39	"@marciofrancasp"	"https://twitter.com/HelenShiomi/status/1231523254029967361"
"cityportalsp"	"@jdoriajr E,coloca um corregedor do PCdoB, comunista era @marciofrancasp 
Vc é o maior engodo político da história desse país."	1	NA	0	2020-02-23 07:14:12	"@marciofrancasp"	"https://twitter.com/cityportalsp/status/1231477340636680192"
"RafaelB91610099"	"@marciofrancasp @majorolimpio @marciofrancasp quem precisa de desculpas é a população da área continental de São Vicente pela humilhação sofrida todos os dias."	0	NA	0	2020-02-23 00:53:45	"@marciofrancasp"	"https://twitter.com/RafaelB91610099/status/1231381599385792512"
"LuciaCa33110815"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 21:53:39	"@marciofrancasp"	"https://twitter.com/LuciaCa33110815/status/1231336272729432071"
"KACILENE77"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 21:52:21	"@marciofrancasp"	"https://twitter.com/KACILENE77/status/1231335945070403591"
"antoniofsneto"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 21:45:33	"@marciofrancasp"	"https://twitter.com/antoniofsneto/status/1231334236612911110"
"brunarabelomr"	"@gjosefi @Ncn1468 @marciofrancasp Tenho nojo desse cara! https://t.co/8v0DzCnfmv"	1	NA	0	2020-02-22 20:56:59	"@marciofrancasp"	"https://twitter.com/brunarabelomr/status/1231322012062187521"
"gjosefi"	"@Ncn1468 @marciofrancasp Alô @brunarabelomr"	0	NA	0	2020-02-22 20:41:21	"@marciofrancasp"	"https://twitter.com/gjosefi/status/1231318080166514688"
"CegoTwitteiro"	"@marciofrancasp @majorolimpio https://t.co/Xx1aY3t29a"	2	NA	0	2020-02-22 20:40:30	"@marciofrancasp"	"https://twitter.com/CegoTwitteiro/status/1231317863518044160"
"CegoTwitteiro"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:47:05	"@marciofrancasp"	"https://twitter.com/CegoTwitteiro/status/1231213825833291778"
"CegoTwitteiro"	"@marciofrancasp Deveria ter sido vc Marcio. Mas Doria pra variar, se fez de oportunista e se jogou, e como sempre traiu a todos. https://t.co/DrlnCsg4PU"	3	NA	0	2020-02-22 13:48:15	"@marciofrancasp"	"https://twitter.com/CegoTwitteiro/status/1231214117597384704"
"HalinsonJones"	"@marciofrancasp @majorolimpio Desrespeito é a arma do Bolsodória"	2	NA	0	2020-02-22 20:38:24	"@marciofrancasp"	"https://twitter.com/HalinsonJones/status/1231317336122175495"
"Vanessahome20"	"@marciofrancasp meu governador é você...."	2	NA	0	2020-02-22 19:27:45	"@marciofrancasp"	"https://twitter.com/Vanessahome20/status/1231299559030218754"
"NassarBeth"	"@marciofrancasp Olá Sr Márcio França ,ele desta vez não generalizou não, desculpa discordar do senhor ,mas realmente tem professores que estão usando problemas psicólogo para pedir afastamento.
Eu mesma conheço vários .
Desculpa mesmo 
Mas tem vários que fazem isso"	0	NA	0	2020-02-22 18:13:25	"@marciofrancasp"	"https://twitter.com/NassarBeth/status/1231280850215546885"
"CassioPatria"	"@marciofrancasp O povo tinha uma ótima opção para governador ,senhor Márcio França saberia conduzir nossa terra bandeirante ,mas preferiu um amante do próprio bolso !"	1	NA	0	2020-02-22 17:17:35	"@marciofrancasp"	"https://twitter.com/CassioPatria/status/1231266801012690958"
"CassioPatria"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 17:16:14	"@marciofrancasp"	"https://twitter.com/CassioPatria/status/1231266459155927040"
"andre_of_jesus"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 16:49:41	"@marciofrancasp"	"https://twitter.com/andre_of_jesus/status/1231259776824336384"
"felipedepintor"	"@marciofrancasp Ele odeia servidores públicos a cabeça deste imbecil é de empresário e bandido é desumano só pensa em lucro ele não nos enxerga como ser humano somos apenas um número, descartável se for agredido ou ficar doente basta trocar e ccolocar outro foda-se a família que ele sustenta !"	1	NA	0	2020-02-22 15:12:42	"@marciofrancasp"	"https://twitter.com/felipedepintor/status/1231235370836283398"
"euruju"	"@marciofrancasp https://t.co/pIOX6tMcOT"	0	NA	0	2020-02-22 15:04:07	"@marciofrancasp"	"https://twitter.com/euruju/status/1231233210236928001"
"olivercaua"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 14:38:20	"@marciofrancasp"	"https://twitter.com/olivercaua/status/1231226722349199361"
"calabriageo"	"@marciofrancasp Temos que começar a colar a imagem de que preguiçoso é gestor que fica concedendo serviço público à empresário para, além de favorecer financiadores de campanha, se livrar da responsabilidade e do trabalho!!!"	7	NA	1	2020-02-22 14:30:01	"@marciofrancasp"	"https://twitter.com/calabriageo/status/1231224631446712320"
"cariocanogelo"	"@marciofrancasp São os famosos parasitas que tiram licenças infinitas e tem estabilidade pra coçar o saco o dia inteiro. Não são todos mas fazem grande diferença na vida dos alunos no final do ano."	0	NA	0	2020-02-22 14:22:53	"@marciofrancasp"	"https://twitter.com/cariocanogelo/status/1231222834816573440"
"StevenAvery_WI"	"@marciofrancasp Esse daí compartilha da mesma opinião do Paulo Guedes sobre os funcionários públicos, se depender dele, toda a educação vai ser privatizada"	2	NA	0	2020-02-22 14:22:17	"@marciofrancasp"	"https://twitter.com/StevenAvery_WI/status/1231222682525601793"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Vc me fez um monte de pergunta mais não me respondeu, pq o método Paulo Freire é um problema?"	2	NA	0	2020-02-22 13:47:00	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231213804861755394"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp E desde quando o secretário de educação do MUNICÍPIO de São Paulo influência a educação do PAÍS inteiro?"	1	NA	0	2020-02-22 14:05:01	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231218336832290818"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Wow... Mudaram a capital do país pra São Paulo, ou diminuíram tanto o país? E desde de 92 que eles não estão mais liderando o governo não fizeram NADA pra mudar?"	1	NA	0	2020-02-22 14:16:59	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231221350469111808"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Pera, o problema é o Paulo Freire ou a Erundina, agora vc tá me confundindo."	1	NA	0	2020-02-22 14:01:18	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231217401213181955"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Ok, mas: https://t.co/IUcj23KgsM"	0	NA	0	2020-02-22 14:04:00	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231218081139130369"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Pq?"	1	NA	0	2020-02-22 13:37:58	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231211533201526784"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Eu achava que era outra coisa... E vc pode me dizer em que escolas e faculdades o método Paulo Freire é aplicado?"	2	NA	0	2020-02-22 13:54:11	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231215613806358528"
"Jorge_Zero"	"@Claudionunes76 @marciofrancasp Acho que vc mandou o link errado... Esse texto não cita Paulo Freire..."	1	NA	0	2020-02-22 13:58:54	"@marciofrancasp"	"https://twitter.com/Jorge_Zero/status/1231216797745020928"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Mas....
Março taí veja o doc...
https://t.co/P9TEzlVG8J"	0	NA	0	2020-02-22 14:04:40	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231218250819784704"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp A gestão Erundina no município de SP que diga né!!!"	0	NA	0	2020-02-22 14:00:32	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231217210569429001"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Por que não existe educação na porra do Paulo Freire existe ideologia marxistas nesta porra. Simples assim."	0	NA	0	2020-02-22 13:48:45	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231214244424769537"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Quem foi secretario de educação???"	0	NA	0	2020-02-22 14:01:53	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231217550077370368"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Se o município de SP fizer coisas boas, o Brasil ganha e ganha muito, agora se fizer MERDA...
https://t.co/5TALSiU6hy"	0	NA	0	2020-02-22 14:14:40	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231220768215851008"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Pq...
Simples 
De 1985 para cá quantas greves teve na área da educação ehhh???
Algumas destas greves melhorou salário de Professor???
E as condições dos professores foi melhorada???
E os alunos afetados com dias e dias perdidos por causa da greve???
O Pisa taí como exemplo..."	1	NA	0	2020-02-22 13:44:17	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231213121131499523"
"Claudionunes76"	"@marciofrancasp A desgraça da educação Paulo Freire fez isso, uma briga que faz só um lado perder O ALUNO, DE UM LADO TÁ OS POLÍTICOS PASSAGEIROS, DE OUTRO LADO TA OS PROFESSORES SINDICALISTA ESQUERDAS.
AI PERGUNTO E OS ALUNOS EHHH???
PAULO FREIRE A DESGRAÇA DA EDUCAÇÃO BRASILEIRA"	1	NA	0	2020-02-22 13:31:27	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231209891479588866"
"Claudionunes76"	"@Jorge_Zero @marciofrancasp Triste triste herança né!!!
https://t.co/2vaTnvmS3C"	0	NA	0	2020-02-22 13:54:38	"@marciofrancasp"	"https://twitter.com/Claudionunes76/status/1231215723864674306"
"itsmarizerr"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:43:12	"@marciofrancasp"	"https://twitter.com/itsmarizerr/status/1231212849600614400"
"Ncn1468"	"@marciofrancasp Bem pagos? Onde? A maioria tem jornada dupla com a Prefeitura ou larga o Estado pq só a Prefeitura de SP paga o dobro pra quem ta começando. https://t.co/BGu5glI5nV"	5	NA	0	2020-02-22 13:42:18	"@marciofrancasp"	"https://twitter.com/Ncn1468/status/1231212622042869760"
"jackvieira1977"	"@marciofrancasp Não vou com a cara do @jdoriajr mas essa stalkeada diária em cima dele caçando frases ruins cheira a puro oportunismo"	0	NA	0	2020-02-22 13:41:01	"@marciofrancasp"	"https://twitter.com/jackvieira1977/status/1231212297428840449"
"lienepac"	"@marciofrancasp Ele aplicou um botox nos salários nao seguiu o reajuste, somente um abono. Ele é um ridículo!!"	3	NA	0	2020-02-22 13:39:04	"@marciofrancasp"	"https://twitter.com/lienepac/status/1231211809824288771"
"renattocom"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:38:00	"@marciofrancasp"	"https://twitter.com/renattocom/status/1231211540403060736"
"prissguerrero1"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:32:15	"@marciofrancasp"	"https://twitter.com/prissguerrero1/status/1231210094374924288"
"tuitacarl"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:32:00	"@marciofrancasp"	"https://twitter.com/tuitacarl/status/1231210029178638336"
"lourdeslor2"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:28:39	"@marciofrancasp"	"https://twitter.com/lourdeslor2/status/1231209186987515904"
"LuizVagnerLima"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:25:26	"@marciofrancasp"	"https://twitter.com/LuizVagnerLima/status/1231208378388619269"
"aapaula_"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:25:15	"@marciofrancasp"	"https://twitter.com/aapaula_/status/1231208330061918208"
"Elenibrisa"	"Fala d DÓRIA é inapropriada/Injusta:“ Professores ? Em SP já são bem pagos, exceto os preguiçosos que ficam tomando SUCO DE LARANJA ......!!!”
Sou casado c/profª e sei do esforço desses profissionais. Por favor, Gov, peça desculpas , vc foi MUITO infeliz !https://t.co/lufec7DMfw"	0	25093	26	2020-02-22 13:24:41	"@marciofrancasp"	"https://twitter.com/Elenibrisa/status/1231208187531014146"
"MarcosManeira"	"@marciofrancasp Bota infeliz nisso, está mais que provado que não sabe que fala e muito menos à função dos professores."	2	NA	0	2020-02-22 13:23:13	"@marciofrancasp"	"https://twitter.com/MarcosManeira/status/1231207818549743621"
"edugaidies"	"@marciofrancasp Me dá uma trégua, pelo menos no carnaval @marciofrancasp https://t.co/owsVo5OKKt"	1	NA	0	2020-02-22 13:23:09	"@marciofrancasp"	"https://twitter.com/edugaidies/status/1231207804301697025"
